,Year,Site country,Location,Latitude,Longitude,Soil information recorded in the paper,pH (surface layer),Crop,Sowing year,Harvest year,Yield of CT,Yield of NT,Sowing month,Harvesting month,P,E,PB,Tave,Tmax,Tmin,ST
3202,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,1996,1996,6090.0,7480.0,6,10,429.3,440.225,-10.925,19.48,31.50227,3.18016,Loam
3203,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,1997,1997,4430.0,7220.0,6,10,413.4,440.272,-26.872,19.86,32.74441,3.22061,Loam
3204,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,1998,1998,5480.0,8190.0,6,10,266.7,458.887,-192.187,20.5,32.30233,4.57534,Loam
3205,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,1999,1999,1200.0,6200.0,6,10,279.8,456.42,-176.62,19.46,33.77251,1.96164,Loam
3206,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2000,2000,800.0,3180.0,6,10,249.6,444.607,-195.007,20.86,34.84894,5.13622,Loam
3207,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2001,2001,380.0,4010.0,6,10,185.0,457.474,-272.474,20.68,35.40642,2.55199,Loam
3208,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2003,2003,460.0,2300.0,6,10,217.5,444.891,-227.391,20.74,36.27331,4.5889,Loam
3209,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2004,2004,2760.0,7390.0,6,10,390.8,416.448,-25.648,19.14,30.00336,4.57226,Loam
3210,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2005,2005,1730.0,3840.0,6,10,312.8,447.426,-134.626,20.8,34.57578,4.69112,Loam
3211,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2006,2006,280.0,1800.0,6,10,353.1,428.671,-75.571,20.22,33.93218,3.23813,Loam
3212,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2007,2007,1650.0,3800.0,6,10,141.7,458.892,-317.192,21.12,34.3966,4.54105,Loam
3213,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2008,2008,1000.0,2480.0,6,10,328.0,409.838,-81.838,20.0,35.22145,3.56899,Loam
3214,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2009,2009,1190.0,4540.0,6,10,296.6,420.117,-123.517,18.94,32.17285,0.45257,Loam
3215,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2010,2010,600.0,5290.0,6,10,221.3,464.93,-243.63,21.94,33.82559,3.68195,Loam
3216,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2011,2011,2310.0,7100.0,6,10,326.0,452.803,-126.803,21.44,36.90385,3.52237,Loam
3217,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2013,2013,2350.0,4910.0,6,10,276.7,433.286,-156.586,20.94,33.38652,2.51878,Loam
3218,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2014,2014,2370.0,5880.0,6,10,298.8,441.087,-142.287,20.76,33.26692,4.09817,Loam
3219,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,sorghum,2015,2015,3540.0,6420.0,6,10,294.8,469.964,-175.164,21.8,33.46288,5.63496,Loam
3220,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1990,1991,1080.0,1010.0,10,7,404.7,614.157,-209.457,12.25,33.63147,-11.19496,Loam
3221,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1992,1993,2880.0,3910.0,10,7,536.2,579.159,-42.959,9.7,31.45011,-10.67444,Loam
3222,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1993,1994,3250.0,3060.0,10,7,437.8,625.894,-188.094,11.59,33.00143,-9.8968,Loam
3223,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1994,1995,3280.0,3790.0,10,7,492.8,607.896,-115.096,11.65,32.44497,-7.36039,Loam
3224,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1995,1996,1080.0,1740.0,10,7,507.7,623.853,-116.153,11.5,31.50227,-11.5869,Loam
3225,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1996,1997,2300.0,3470.0,10,7,423.9,606.407,-182.507,10.97,32.74441,-10.00843,Loam
3226,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1997,1998,3490.0,4290.0,10,7,473.3,631.237,-157.937,11.21,32.30233,-6.06442,Loam
3227,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1998,1999,5110.0,5550.0,10,7,516.6,642.501,-125.901,12.03,33.77251,-8.08289,Loam
3228,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,1999,2000,1380.0,2950.0,10,7,305.6,643.855,-338.255,12.99,33.54782,-7.51384,Loam
3229,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2000,2001,1160.0,2060.0,10,7,487.4,633.49,-146.09,11.31,35.40642,-10.03805,Loam
3230,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2002,2003,1480.0,2000.0,10,7,418.0,614.012,-196.012,11.93,36.27331,-8.16691,Loam
3231,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2003,2004,90.0,260.0,10,7,441.9,610.035,-168.135,11.87,30.00336,-8.60391,Loam
3232,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2004,2005,2150.0,2610.0,10,7,446.5,629.957,-183.457,12.17,34.57578,-6.77493,Loam
3233,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2005,2006,10.0,1070.0,10,7,374.1,622.367,-248.267,13.18,33.93218,-9.0006,Loam
3234,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2006,2007,1740.0,3440.0,10,7,486.8,632.072,-145.272,10.91,33.5179,-13.23112,Loam
3235,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2007,2008,1440.0,580.0,10,7,335.3,597.119,-261.819,11.56,35.22145,-9.65184,Loam
3236,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2008,2009,570.0,1480.0,10,7,424.5,604.44,-179.94,12.32,32.17285,-9.86953,Loam
3237,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2009,2010,1970.0,3360.0,10,7,438.5,624.418,-185.918,11.58,33.65363,-11.15822,Loam
3238,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2010,2011,1490.0,1340.0,10,7,332.1,580.078,-247.978,12.44,36.90385,-10.42172,Loam
3239,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2011,2012,20.0,310.0,10,7,273.7,639.702,-366.002,13.42,37.29877,-8.3716,Loam
3240,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2013,2014,680.0,1180.0,10,7,329.2,625.824,-296.624,11.2,31.66815,-10.06703,Loam
3241,2018,USA,"Kansas State University Southwest Research-Extension Center near Tribune, Kansas",38.47,-101.75,silt loam,,wheat.winter,2014,2015,650.0,550.0,10,7,492.0,648.286,-156.286,12.41,33.46288,-7.64486,Loam
3242,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,sorghum,1991,1991,2446.0,2634.0,6,10,287.6,421.086,-133.486,20.18,33.29476,1.94914,Sandy loam
3243,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,sorghum,1993,1993,5268.0,5645.0,6,10,283.6,424.729,-141.129,19.04,32.67221,1.75084,Sandy loam
3244,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,sorghum,1994,1994,4202.0,5018.0,6,10,296.5,454.686,-158.186,20.68,33.42978,3.3038,Sandy loam
3245,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,sorghum,1995,1995,1631.0,3700.0,6,10,200.3,437.977,-237.677,19.74,35.30634,0.80179,Sandy loam
3246,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,wheat.winter,1992,1993,2554.0,2486.0,9,7,477.7,643.936,-166.236,10.62727,32.67221,-11.12028,Sandy loam
3247,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,wheat.winter,1993,1994,4368.0,4099.0,9,7,433.2,686.973,-253.773,11.99091,33.42978,-9.89937,Sandy loam
3248,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,wheat.winter,1994,1995,3158.0,3494.0,9,7,505.4,670.192,-164.792,12.28182,33.07661,-7.79064,Sandy loam
3249,1999,USA,"Kansas, Tribue (Southwest Research and Extension Center)",38.47,-101.77,silt loam, ,wheat.winter,1995,1996,3293.0,3158.0,9,7,503.5,678.662,-175.162,12.1,32.00468,-11.98047,Sandy loam
3250,2006,USA,"Kansas, Bourbon County",37.88,-94.9,silt loam, ,sorghum,1997,1997,7800.0,7200.0,6,10,601.9,487.475,114.425,21.72,30.98792,9.54663,Loam
3251,2006,USA,"Kansas, Bourbon County",37.88,-94.9,silt loam, ,sorghum,1999,1999,5000.0,5100.0,6,10,401.6,484.905,-83.305,21.9,33.4517,7.03262,Loam
3252,2006,USA,"Kansas, Bourbon County",37.88,-94.9,silt loam, ,wheat.winter,1997,1998,2600.0,2200.0,10,7,858.9,699.501,159.399,14.4,31.57006,-2.84226,Loam
3253,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1987,1987,1399.0,1600.0,5,9,213.699996,405.5630162,-191.863,16.01999989,25.14972738,5.692740377,Loam
3254,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1988,1988,532.0,653.0,5,9,184.4999981,446.5288669,-262.029,17.41999989,28.43632813,4.352996318,Loam
3255,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1989,1989,2258.0,2580.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,27.34607918,4.048872917,Loam
3256,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1990,1990,2485.0,2612.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,25.39266082,3.486356674,Loam
3257,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1987,1987,2424.0,2447.0,5,9,213.699996,405.5630162,-191.863,16.01999989,25.14972738,5.692740377,Loam
3258,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1988,1988,1447.0,1661.0,5,9,184.4999981,446.5288669,-262.029,17.41999989,28.43632813,4.352996318,Loam
3259,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1989,1989,2555.0,2271.0,5,9,359.3999977,413.4693584,-54.069,15.53999996,27.34607918,4.048872917,Loam
3260,1999,Canada,"Saskatchewan, Swift Current",50.29,-107.79,silt loam, ,wheat.spring,1990,1990,2956.0,2883.0,5,9,209.7999959,412.9209552,-203.121,15.85999985,25.39266082,3.486356674,Loam
3261,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2010,2010,4920.0,4200.0,6,10,843.5,449.03,394.47,29.74,40.53674,20.90237,Loam
3262,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2011,2011,4830.0,4100.0,6,10,538.8,469.459,69.341,29.4,38.09192,19.49525,Loam
3263,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2012,2012,4720.0,4000.0,6,10,560.1,444.589,115.511,30.1,41.91501,18.08905,Loam
3264,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2010,2010,5000.0,5250.0,6,10,843.5,449.03,394.47,29.74,40.53674,20.90237,Loam
3265,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2011,2011,5200.0,5320.0,6,10,538.8,469.459,69.341,29.4,38.09192,19.49525,Loam
3266,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2012,2012,4850.0,5480.0,6,10,560.1,444.589,115.511,30.1,41.91501,18.08905,Loam
3267,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2010,2010,10720.0,9500.0,6,10,843.5,449.03,394.47,29.74,40.53674,20.90237,Loam
3268,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2011,2011,10630.0,10200.0,6,10,538.8,469.459,69.341,29.4,38.09192,19.49525,Loam
3269,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2012,2012,10660.0,9200.0,6,10,560.1,444.589,115.511,30.1,41.91501,18.08905,Loam
3270,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2010,2010,11000.0,11450.0,6,10,843.5,449.03,394.47,29.74,40.53674,20.90237,Loam
3271,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2011,2011,11300.0,11590.0,6,10,538.8,469.459,69.341,29.4,38.09192,19.49525,Loam
3272,2019,India,"ICAR-Indian Agricultural Research Institute, New Delhi",28.67,77.2,Typic Haplustept or Inceptisol,7.5,maize,2012,2012,10970.0,11930.0,6,10,560.1,444.589,115.511,30.1,41.91501,18.08905,Loam
3273,2010,Turkey,Diyarbakir Province,37.88,40.27,clay loam,7.7,maize,2003,2003,677.0,567.0,5,9,23.3,499.741,-476.441,26.56,38.53233,11.99749,Clay loam
3274,2008,Turkey,Diyarbakir Province,37.88,40.27,clay loam,7.7,sunflower,2003,2003,35226.0,39832.0,5,8,21.8,436.249,-414.449,27.05,38.53233,11.99749,Clay loam
3275,2001,USA,"Nebraska, Concord",41.55,-99.87,available, ,maize,1995,1995,4888.0,4254.0,5,10,462.8,523.405,-60.605,16.81667,33.56767,0.87771,Sandy loam
3276,2001,USA,"Nebraska, Concord",41.55,-99.87,available, ,maize,1996,1996,8784.0,7316.0,5,10,554.3,507.842,46.458,16.46667,28.34485,1.39955,Sandy loam
3277,2001,USA,"Nebraska, Concord",41.55,-99.87,available, ,maize,1997,1997,7836.0,7253.0,5,10,465.3,529.172,-63.872,17.48333,30.7232,3.14229,Sandy loam
3278,2001,USA,"Nebraska, Concord",41.55,-99.87,available, ,sorghum,1995,1995,4624.0,4216.0,5,10,462.8,523.405,-60.605,16.81667,33.56767,0.87771,Sandy loam
3279,2001,USA,"Nebraska, Concord",41.55,-99.87,available, ,sorghum,1996,1996,6626.0,5126.0,5,10,554.3,507.842,46.458,16.46667,28.34485,1.39955,Sandy loam
3280,2001,USA,"Nebraska, Concord",41.55,-99.87,available, ,sorghum,1997,1997,7416.0,6531.0,5,10,465.3,529.172,-63.872,17.48333,30.7232,3.14229,Sandy loam
3281,1988,Philippines,"Los Banos, IRRI",14.17,121.23,clay loam,6.5,maize,1984,1984,2100.0,600.0,5,8,312.0,552.107,-240.107,27.775,33.13168,23.81816,Loam
3282,2004,India,"Haryana, Karnal",29.72,76.97,silty loam,8.7,wheat.winter,2000,2001,6170.0,5950.0,12,5,241.7,558.331,-316.631,26.5,39.08822,6.45019,Loam
3283,2004,India,"Haryana, Karnal",29.72,76.97,silty loam,8.7,wheat.winter,2001,2002,6310.0,6410.0,12,5,142.3,567.774,-425.474,27.88333,41.20086,7.31623,Loam
3284,1998,USA,"Alaska, Delta Junction",63.9,-145.33,available, ,barley.spring,1988,1988,1440.0,1310.0,5,9,322.7,244.375,78.325,9.24,18.79154,-1.21939,Loam
3285,1998,USA,"Alaska, Delta Junction",63.9,-145.33,available, ,barley.spring,1989,1989,1060.0,1090.0,5,9,290.2,255.51,34.69,9.94,19.97774,0.88663,Loam
3286,1998,USA,"Alaska, Delta Junction",63.9,-145.33,available, ,barley.spring,1990,1990,610.0,870.0,5,9,263.5,275.826,-12.326,10.2,20.70567,1.61454,Loam
3287,2018,China,Shouyang,37.9,113.17,silt loam,8.4,maize,2004,2004,5459.0,5671.0,5,9,355.9,442.997,-87.097,19.38,27.86418,10.53412,Loam
3288,2018,China,Shouyang,37.9,113.17,silt loam,8.4,maize,2005,2005,5269.0,5311.0,5,9,283.5,461.466,-177.966,22.26,30.37084,12.03878,Loam
3289,2018,China,Shouyang,37.9,113.17,silt loam,8.4,maize,2006,2006,6138.0,4633.0,5,9,385.5,463.2,-77.7,21.34,29.89759,11.69641,Loam
3290,2018,China,Shouyang,37.9,113.17,silt loam,8.4,maize,2007,2007,6837.0,6180.0,5,9,384.1,468.743,-84.643,22.3,28.51738,11.0889,Loam
3291,2018,China,Shouyang,37.9,113.17,silt loam,8.4,maize,2008,2008,7749.0,7028.0,5,9,265.9,478.293,-212.393,21.14,29.33641,10.44471,Loam
3292,2006,USA,"Pennsylvania, State College",40.8,-77.87,silt loam, ,maize,2002,2002,7260.0,7170.0,5,11,654.0,492.345,161.655,13.67143,28.73036,0.67353,Loam
3293,2006,USA,"Pennsylvania, State College",40.8,-77.87,silt loam, ,maize,2003,2003,8790.0,8220.0,5,11,984.3,428.289,556.011,13.2,26.86421,3.40295,Loam
3294,2006,USA,"Pennsylvania, State College",40.8,-77.87,silt loam, ,maize,2004,2004,8810.0,9150.0,5,11,869.7,464.3,405.4,13.7,25.18902,2.60204,Loam
3295,2006,USA,"Pennsylvania, State College",40.8,-77.87,silt loam, ,maize,2005,2005,7060.0,7770.0,5,11,559.2,471.546,87.654,14.01429,27.70547,1.09093,Loam
3296,2019,Brazil,Planaltina,-15.59,-47.7,Latosol,,maize,2001,2002,7600.0,8200.0,11,4,1089.7,710.09,379.61,25.48333,29.24391,18.14437,Sandy clay
3297,2019,Brazil,Planaltina,-15.59,-47.7,Latosol,,maize,2001,2002,7200.0,9400.0,11,4,1089.7,710.09,379.61,25.48333,29.24391,18.14437,Sandy clay
3298,2019,Brazil,Planaltina,-15.59,-47.7,Latosol,,maize,2001,2002,8200.0,7500.0,11,4,1089.7,710.09,379.61,25.48333,29.24391,18.14437,Sandy clay
3299,2019,Chile,Metropolitana,-33.67,-70.63,sandy clay,,wheat.winter,2002,2002,6000.0,5240.0,6,1,540.0,605.122,-65.122,18.1875,27.90005,1.79173,Clay loam
3300,2019,Chile,Metropolitana,-33.67,-70.63,sandy clay,,wheat.winter,2005,2005,3710.0,3130.0,6,1,453.0,657.866,-204.866,19.9625,28.06268,3.77173,Clay loam
3301,2019,Chile,Metropolitana,-33.67,-70.63,sandy clay,,wheat.winter,2006,2006,5540.0,3520.0,6,1,453.7,639.499,-185.799,18.975,27.84089,5.01593,Clay loam
3302,2019,Chile,Metropolitana,-33.67,-70.63,sandy clay,,wheat.winter,2002,2002,15480.0,12230.0,6,1,540.0,605.122,-65.122,18.1875,27.90005,1.79173,Clay loam
3303,2019,Chile,Metropolitana,-33.67,-70.63,sandy clay,,wheat.winter,2005,2005,11620.0,9680.0,6,1,453.0,657.866,-204.866,19.9625,28.06268,3.77173,Clay loam
3304,2019,Chile,Metropolitana,-33.67,-70.63,sandy clay,,wheat.winter,2006,2006,14000.0,9770.0,6,1,453.7,639.499,-185.799,18.975,27.84089,5.01593,Clay loam
3305,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2002,2002,4040.0,4063.0,6,12,646.1,414.196,231.904,15.32857,26.20251,4.29895,Clay loam
3306,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2002,2002,6037.0,5964.0,6,12,646.1,414.196,231.904,15.32857,26.20251,4.29895,Clay loam
3307,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2002,2002,6347.0,6005.0,6,12,646.1,414.196,231.904,15.32857,26.20251,4.29895,Clay loam
3308,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2002,2002,5684.0,5223.0,6,12,646.1,414.196,231.904,15.32857,26.20251,4.29895,Clay loam
3309,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2002,2002,3918.0,3469.0,6,12,646.1,414.196,231.904,15.32857,26.20251,4.29895,Clay loam
3310,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2002,2002,7192.0,6235.0,6,12,646.1,414.196,231.904,15.32857,26.20251,4.29895,Clay loam
3311,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2002,2002,5536.0,5160.0,6,12,646.1,414.196,231.904,15.32857,26.20251,4.29895,Clay loam
3312,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2003,2003,5045.0,5602.0,6,12,557.3,440.173,117.127,14.67143,25.85117,4.12789,Clay loam
3313,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2003,2003,5399.0,5720.0,6,12,557.3,440.173,117.127,14.67143,25.85117,4.12789,Clay loam
3314,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2003,2003,2617.0,2180.0,6,12,557.3,440.173,117.127,14.67143,25.85117,4.12789,Clay loam
3315,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2003,2003,5397.0,4220.0,6,12,557.3,440.173,117.127,14.67143,25.85117,4.12789,Clay loam
3316,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2003,2003,3278.0,2384.0,6,12,557.3,440.173,117.127,14.67143,25.85117,4.12789,Clay loam
3317,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2003,2003,4639.0,3314.0,6,12,557.3,440.173,117.127,14.67143,25.85117,4.12789,Clay loam
3318,2011,Argentina,"La Plata, Estacion Experimental J. Hirschhorn",-34.92,-57.95,loamy,6.1,wheat.winter,2003,2003,4396.0,3903.0,6,12,557.3,440.173,117.127,14.67143,25.85117,4.12789,Clay loam
3319,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,1999,1999,10800.0,10200.0,5,10,530.2,543.476,-13.276,18.98333,31.00905,3.25557,Loam
3320,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,1999,1999,11300.0,9700.0,5,10,530.2,543.476,-13.276,18.98333,31.00905,3.25557,Loam
3321,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,2000,2000,10600.0,11600.0,5,10,347.9,535.868,-187.968,19.81667,28.72965,7.02579,Loam
3322,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,2000,2000,10600.0,9800.0,5,10,347.9,535.868,-187.968,19.81667,28.72965,7.02579,Loam
3323,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,2001,2001,11700.0,11100.0,5,10,445.2,535.055,-89.855,19.2,30.0553,4.95569,Loam
3324,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,2001,2001,11700.0,10200.0,5,10,445.2,535.055,-89.855,19.2,30.0553,4.95569,Loam
3325,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,2002,2002,12700.0,12800.0,5,10,447.3,549.174,-101.874,19.25,30.55226,2.8713,Loam
3326,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,maize,2002,2002,12700.0,11200.0,5,10,447.3,549.174,-101.874,19.25,30.55226,2.8713,Loam
3327,2007,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam, ,maize,2003,2003,12960.0,11480.0,5,10,429.0,541.629,-112.629,18.58333,29.48987,4.37156,Loam
3328,2007,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam, ,maize,2004,2004,12390.0,14010.0,5,10,607.2,500.912,106.288,18.06667,26.38556,5.33935,Loam
3329,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,soybean,1999,1999,3700.0,3900.0,5,10,530.2,543.476,-13.276,18.98333,31.00905,3.25557,Loam
3330,2004,USA,"Iowa, Ames, Boone (Iowa State Agronomy and Ag Engineering Research Farm)",42.02,-93.75,silty clay loam,6.7,soybean,1999,1999,4000.0,3600.0,5,10,530.2,543.476,-13.276,18.98333,31.00905,3.25557,Loam
